;online_transaction_flg;code;category;transaction_amt;customer_id;day_time;day_of_week;time_of_day
10101;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;5859711;Среда Вечер;3;Вечер
10102;offline;Места общественного питания, рестораны;Рестораны;300;5859711;Четверг День;4;День
10103;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;700;5859711;Четверг Вечер;4;Вечер
10104;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;5859711;Четверг Вечер;4;Вечер
10105;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;100;5859711;Пятница Вечер;5;Вечер
10106;offline;Места общественного питания, рестораны;Рестораны;200;5859711;Пятница День;5;День
10107;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;5859711;Пятница Вечер;5;Вечер
10108;online;Фастфуд;Фаст Фуд;900;5859711;Пятница День;5;День
10109;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1000;5859711;Пятница Вечер;5;Вечер
10110;online;Лимузины и такси;Транспорт;500;5859711;Суббота День;6;День
10111;online;Услуги отдыха — нигде более не классифицированные;Развлечения;200;5883617;Понедельник Вечер;1;Вечер
10112;online;Услуги отдыха — нигде более не классифицированные;Развлечения;200;5883617;Понедельник Вечер;1;Вечер
10113;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;5883617;Понедельник Вечер;1;Вечер
10114;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;60;5883617;Вторник День;2;День
10115;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;5883617;Вторник Вечер;2;Вечер
10116;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;90;5883617;Среда Вечер;3;Вечер
10117;online;Услуги отдыха — нигде более не классифицированные;Развлечения;500;5883617;Четверг Вечер;4;Вечер
10118;offline;Кинотеатры;Кино;1500;5883617;Четверг Вечер;4;Вечер
10119;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;5883617;Четверг Вечер;4;Вечер
10120;offline;Бакалейные магазины, супермаркеты;Супермаркеты;70;5883617;Суббота День;6;День
10121;offline;Почтовые услуги – только государственные;Госсборы;300;5884968;Понедельник День;1;День
10122;online;Лимузины и такси;Транспорт;200;5884968;Понедельник Вечер;1;Вечер
10123;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;5884968;Понедельник День;1;День
10124;online;Бакалейные магазины, супермаркеты;Супермаркеты;1100;5884968;Понедельник День;1;День
10125;offline;Аптеки;Аптеки;800;5884968;Вторник Вечер;2;Вечер
10126;online;Бакалейные магазины, супермаркеты;Супермаркеты;1800;5884968;Вторник Утро;2;Утро
10127;offline;Аптеки;Аптеки;500;5884968;Четверг День;4;День
10128;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;2700;5884968;Четверг Утро;4;Утро
10129;online;Лимузины и такси;Транспорт;200;5884968;Четверг Вечер;4;Вечер
10130;online;Бакалейные магазины, супермаркеты;Супермаркеты;3000;5884968;Пятница Утро;5;Утро
10131;offline;Фастфуд;Фаст Фуд;500;5887989;Вторник Вечер;2;Вечер
10132;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;5887989;Вторник Вечер;2;Вечер
10133;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;400;5887989;Среда Вечер;3;Вечер
10134;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1100;5887989;Среда Вечер;3;Вечер
10135;offline;Бакалейные магазины, супермаркеты;Супермаркеты;90;5887989;Четверг Вечер;4;Вечер
10136;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;5887989;Пятница Вечер;5;Вечер
10137;offline;Бакалейные магазины, супермаркеты;Супермаркеты;70;5887989;Суббота День;6;День
10138;offline;Фастфуд;Фаст Фуд;90;5887989;Воскресенье Утро;7;Утро
10139;offline;Фастфуд;Фаст Фуд;500;5887989;Воскресенье День;7;День
10140;online;Фастфуд;Фаст Фуд;100;5887989;Воскресенье День;7;День
10141;online;Фастфуд;Фаст Фуд;3600;5901728;Понедельник Вечер;1;Вечер
10142;online;Агентства по аренде автомобилей;Аренда авто;100;5901728;Пятница День;5;День
10143;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;400;5908034;Понедельник Утро;1;Утро
10144;offline;Фастфуд;Фаст Фуд;200;5908034;Понедельник День;1;День
10145;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;5908034;Вторник День;2;День
10146;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Вторник Утро;2;Утро
10147;offline;Фастфуд;Фаст Фуд;200;5908034;Вторник День;2;День
10148;offline;Одежда для всей семьи;Одежда/Обувь;400;5908034;Среда Вечер;3;Вечер
10149;offline;Аптеки;Аптеки;100;5908034;Среда Вечер;3;Вечер
10150;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Среда Утро;3;Утро
10151;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Среда День;3;День
10152;offline;Фастфуд;Фаст Фуд;200;5908034;Среда День;3;День
10153;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;500;5908034;Четверг День;4;День
10154;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Четверг Утро;4;Утро
10155;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Четверг Вечер;4;Вечер
10156;offline;Фастфуд;Фаст Фуд;200;5908034;Четверг День;4;День
10157;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;5908034;Пятница Вечер;5;Вечер
10158;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5908034;Пятница Утро;5;Утро
10159;offline;Фастфуд;Фаст Фуд;200;5908034;Пятница День;5;День
10160;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1500;5908034;Пятница Вечер;5;Вечер
10161;offline;Места общественного питания, рестораны;Рестораны;100;5908034;Суббота День;6;День
10162;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;5908034;Воскресенье Вечер;7;Вечер
10163;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1900;5908034;Воскресенье День;7;День
10164;online;Кинотеатры;Кино;900;5908034;Воскресенье День;7;День
10165;offline;Товары для дома;Дом/Ремонт;2900;5908034;Воскресенье День;7;День
10166;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;40;5908034;Воскресенье День;7;День
10167;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;5908034;Воскресенье День;7;День
10168;online;Лимузины и такси;Транспорт;400;5908034;Воскресенье Ночь;7;Ночь
10169;offline;Товары для дома;Дом/Ремонт;6700;5908034;Воскресенье День;7;День
10170;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;5908034;Воскресенье День;7;День
10171;offline;Бакалейные магазины, супермаркеты;Супермаркеты;4900;5908034;Воскресенье Вечер;7;Вечер
10172;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;5920939;Понедельник Вечер;1;Вечер
10173;offline;Бакалейные магазины, супермаркеты;Супермаркеты;40;5920939;Понедельник День;1;День
10174;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;5920939;Понедельник День;1;День
10175;offline;Бакалейные магазины, супермаркеты;Супермаркеты;30;5920939;Понедельник День;1;День
10176;offline;Табачные магазины;Разные товары;600;5920939;Вторник Утро;2;Утро
10177;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;2300;5920939;Среда Утро;3;Утро
10178;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;5920939;Среда Вечер;3;Вечер
10179;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;5920939;Пятница Утро;5;Утро
10180;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;5920939;Пятница Утро;5;Утро
10181;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;5920939;Пятница Вечер;5;Вечер
10182;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;5920939;Суббота День;6;День
10183;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2900;5920939;Суббота День;6;День
10184;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;5920939;Воскресенье Вечер;7;Вечер
10185;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;12000;5949514;Понедельник Вечер;1;Вечер
10186;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;5949514;Понедельник Вечер;1;Вечер
10187;offline;Парикмахерские и салоны красоты;Красота;2800;5949514;Вторник Утро;2;Утро
10188;offline;Аптеки;Аптеки;5600;5949514;Вторник День;2;День
10189;offline;Аптеки;Аптеки;100;5949514;Вторник День;2;День
10190;offline;Аптеки;Аптеки;100;5949514;Вторник Утро;2;Утро
10191;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2800;5949514;Вторник Утро;2;Утро
10192;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2400;5949514;Вторник Утро;2;Утро
10193;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2600;5949514;Среда Утро;3;Утро
10194;offline;Бакалейные магазины, супермаркеты;Супермаркеты;5100;5949514;Суббота Утро;6;Утро
10195;offline;Фастфуд;Фаст Фуд;1900;5949514;Суббота День;6;День
10196;offline;Бакалейные магазины, супермаркеты;Супермаркеты;800;5949514;Суббота День;6;День
10197;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;500;5949514;Воскресенье День;7;День
10198;offline;Фастфуд;Фаст Фуд;200;5949514;Воскресенье День;7;День
10199;offline;Фастфуд;Фаст Фуд;2100;5949514;Воскресенье День;7;День
10200;online;Лимузины и такси;Транспорт;600;5957360;Четверг День;4;День
10201;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;5957360;Четверг Вечер;4;Вечер
10202;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;5957360;Пятница Утро;5;Утро
10203;offline;Фастфуд;Фаст Фуд;300;5957360;Пятница День;5;День
10204;offline;Фастфуд;Фаст Фуд;60;5957360;Пятница День;5;День
10205;offline;Фастфуд;Фаст Фуд;200;5957360;Пятница День;5;День
10206;offline;Бакалейные магазины, супермаркеты;Супермаркеты;30;5957360;Пятница День;5;День
10207;offline;Бакалейные магазины, супермаркеты;Супермаркеты;40;5957360;Суббота День;6;День
10208;offline;Фастфуд;Фаст Фуд;60;5957360;Суббота День;6;День
10209;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Понедельник Утро;1;Утро
10210;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;5981997;Понедельник Вечер;1;Вечер
10211;offline;Фастфуд;Фаст Фуд;100;5981997;Понедельник Утро;1;Утро
10212;offline;Фастфуд;Фаст Фуд;200;5981997;Понедельник День;1;День
10213;offline;Фастфуд;Фаст Фуд;100;5981997;Понедельник День;1;День
10214;offline;Фастфуд;Фаст Фуд;200;5981997;Вторник День;2;День
10215;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Вторник Утро;2;Утро
10216;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;5981997;Вторник Вечер;2;Вечер
10217;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;5981997;Вторник Ночь;2;Ночь
10218;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Среда Утро;3;Утро
10219;offline;Фастфуд;Фаст Фуд;100;5981997;Среда Утро;3;Утро
10220;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;5981997;Среда Вечер;3;Вечер
10221;offline;Табачные магазины;Разные товары;1300;5981997;Четверг Утро;4;Утро
10222;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Четверг Утро;4;Утро
10223;offline;Фастфуд;Фаст Фуд;100;5981997;Четверг Утро;4;Утро
10224;online;Лимузины и такси;Транспорт;300;5981997;Четверг Вечер;4;Вечер
10225;online;Лимузины и такси;Транспорт;200;5981997;Пятница Вечер;5;Вечер
10226;offline;Фастфуд;Фаст Фуд;100;5981997;Пятница Утро;5;Утро
10227;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;5981997;Пятница Утро;5;Утро
10228;offline;Табачные магазины;Разные товары;1300;5981997;Суббота День;6;День
10229;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Суббота День;6;День
10230;online;Лимузины и такси;Транспорт;400;5981997;Суббота День;6;День
10231;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;5981997;Суббота День;6;День
10232;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;5981997;Суббота День;6;День
10233;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;5981997;Суббота День;6;День
10234;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;5981997;Воскресенье День;7;День
10235;online;Лимузины и такси;Транспорт;100;5981997;Воскресенье Вечер;7;Вечер
10236;online;Лимузины и такси;Транспорт;60;5981997;Воскресенье Утро;7;Утро
10237;online;Лимузины и такси;Транспорт;400;5981997;Воскресенье Утро;7;Утро
10238;offline;Фастфуд;Фаст Фуд;300;5982031;Вторник Утро;2;Утро
10239;offline;Бакалейные магазины, супермаркеты;Супермаркеты;4100;5982031;Вторник Вечер;2;Вечер
10240;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;5982031;Четверг День;4;День
10241;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;5982031;Четверг Утро;4;Утро
10242;offline;Фастфуд;Фаст Фуд;900;5982031;Четверг День;4;День
10243;online;Бакалейные магазины, супермаркеты;Супермаркеты;4200;5982031;Пятница Вечер;5;Вечер
10244;online;Лимузины и такси;Транспорт;700;5982031;Суббота День;6;День
10245;offline;Места общественного питания, рестораны;Рестораны;700;5988183;Понедельник День;1;День
10246;offline;Парикмахерские и салоны красоты;Красота;2900;5988183;Понедельник Вечер;1;Вечер
10247;online;Агентства по аренде автомобилей;Аренда авто;500;5988183;Понедельник День;1;День
10248;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;5988183;Понедельник Утро;1;Утро
10249;online;Лимузины и такси;Транспорт;90;5988183;Понедельник Вечер;1;Вечер
10250;online;Лимузины и такси;Транспорт;200;5988183;Понедельник Вечер;1;Вечер
10251;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1000;5988183;Понедельник Вечер;1;Вечер
10252;online;Лимузины и такси;Транспорт;1300;5988183;Вторник Вечер;2;Вечер
10253;online;Агентства по аренде автомобилей;Аренда авто;100;5988183;Вторник Утро;2;Утро
10254;offline;Места общественного питания, рестораны;Рестораны;1700;5988183;Вторник Вечер;2;Вечер
10255;online;Лимузины и такси;Транспорт;600;5988183;Вторник Ночь;2;Ночь
10256;online;Лимузины и такси;Транспорт;300;5988183;Вторник Вечер;2;Вечер
10257;online;Фастфуд;Фаст Фуд;600;5988183;Вторник Ночь;2;Ночь
10258;offline;Фастфуд;Фаст Фуд;1300;5988183;Среда Утро;3;Утро
10259;online;Лимузины и такси;Транспорт;900;5988183;Среда Ночь;3;Ночь
10260;online;Лимузины и такси;Транспорт;1600;5988183;Воскресенье Вечер;7;Вечер
10261;offline;Одежда для всей семьи;Одежда/Обувь;400;6000114;Вторник Вечер;2;Вечер
10262;online;Фастфуд;Фаст Фуд;900;6000114;Вторник День;2;День
10263;offline;Одежда для всей семьи;Одежда/Обувь;900;6000114;Вторник Вечер;2;Вечер
10264;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;6000114;Среда День;3;День
10265;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;6000114;Среда День;3;День
10266;offline;Одежда для всей семьи;Одежда/Обувь;3600;6000114;Четверг День;4;День
10267;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;6000114;Четверг Ночь;4;Ночь
10268;offline;Места общественного питания, рестораны;Рестораны;1600;6000114;Четверг Вечер;4;Вечер
10269;online;Лимузины и такси;Транспорт;400;6000114;Четверг День;4;День
10270;offline;Фастфуд;Фаст Фуд;60;6000114;Четверг День;4;День
10271;online;Агентства по аренде автомобилей;Аренда авто;90;6000114;Пятница День;5;День
10272;online;Агентства по аренде автомобилей;Аренда авто;100;6000114;Пятница День;5;День
10273;offline;Места общественного питания, рестораны;Рестораны;300;6000114;Пятница Вечер;5;Вечер
10274;offline;Места общественного питания, рестораны;Рестораны;400;6000114;Пятница Вечер;5;Вечер
10275;online;Лимузины и такси;Транспорт;600;6000114;Пятница Вечер;5;Вечер
10276;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;6000114;Пятница День;5;День
10277;offline;Места общественного питания, рестораны;Рестораны;500;6000114;Пятница Вечер;5;Вечер
10278;online;Фастфуд;Фаст Фуд;500;6000114;Пятница День;5;День
10279;offline;Фастфуд;Фаст Фуд;100;6000114;Пятница День;5;День
10280;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;6000114;Суббота День;6;День
10281;offline;Места общественного питания, рестораны;Рестораны;300;6000114;Суббота Вечер;6;Вечер
10282;offline;Места общественного питания, рестораны;Рестораны;600;6000114;Суббота Вечер;6;Вечер
10283;online;Лимузины и такси;Транспорт;900;6000114;Суббота Ночь;6;Ночь
10284;offline;Фастфуд;Фаст Фуд;300;6000114;Суббота Вечер;6;Вечер
10285;online;Лимузины и такси;Транспорт;700;6000114;Суббота Вечер;6;Вечер
10286;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6000114;Воскресенье День;7;День
10287;offline;Одежда для всей семьи;Одежда/Обувь;200;6000114;Воскресенье Вечер;7;Вечер
10288;online;Фастфуд;Фаст Фуд;1200;6000114;Воскресенье День;7;День
10289;offline;Фастфуд;Фаст Фуд;600;6000114;Воскресенье День;7;День
10290;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;6000114;Воскресенье День;7;День
10291;offline;Бакалейные магазины, супермаркеты;Супермаркеты;40;6000114;Воскресенье День;7;День
10292;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;6001992;Понедельник День;1;День
10293;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;6001992;Понедельник День;1;День
10294;offline;Бакалейные магазины, супермаркеты;Супермаркеты;60;6001992;Понедельник Вечер;1;Вечер
10295;offline;Бакалейные магазины, супермаркеты;Супермаркеты;50;6001992;Вторник День;2;День
10296;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;500;6001992;Среда День;3;День
10297;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6001992;Среда Вечер;3;Вечер
10298;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;100;6001992;Четверг День;4;День
10299;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6001992;Четверг День;4;День
10300;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6001992;Четверг День;4;День
10301;offline;Бакалейные магазины, супермаркеты;Супермаркеты;40;6001992;Пятница День;5;День
10302;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6001992;Суббота День;6;День
10303;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6001992;Суббота День;6;День
10304;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;600;6001992;Воскресенье День;7;День
10305;offline;Бакалейные магазины, супермаркеты;Супермаркеты;50;6001992;Воскресенье День;7;День
10306;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;6001992;Воскресенье Вечер;7;Вечер
10307;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6013713;Среда День;3;День
10308;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1400;6013713;Среда День;3;День
10309;offline;Фастфуд;Фаст Фуд;1200;6013713;Пятница Ночь;5;Ночь
10310;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;6013713;Пятница День;5;День
10311;online;Лимузины и такси;Транспорт;200;6016133;Понедельник Утро;1;Утро
10312;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6016133;Понедельник День;1;День
10313;online;Государственные услуги — нигде более не классифицированные;Госсборы;700;6016133;Вторник День;2;День
10314;online;Заправочные станции (с вспомогательными услугами или без);Топливо;7200;6016133;Вторник Утро;2;Утро
10315;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;6016133;Вторник Утро;2;Утро
10316;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6016133;Вторник День;2;День
10317;online;Заправочные станции (с вспомогательными услугами или без);Топливо;900;6016133;Среда День;3;День
10318;online;Лимузины и такси;Транспорт;700;6016133;Среда День;3;День
10319;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6016133;Среда Вечер;3;Вечер
10320;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1700;6016133;Четверг День;4;День
10321;offline;Места общественного питания, рестораны;Рестораны;200;6016133;Четверг День;4;День
10322;offline;Фастфуд;Фаст Фуд;400;6016133;Четверг Вечер;4;Вечер
10323;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6016133;Четверг Вечер;4;Вечер
10324;online;Государственные услуги — нигде более не классифицированные;Госсборы;10;6016133;Пятница Вечер;5;Вечер
10325;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1500;6016133;Пятница День;5;День
10326;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;6016133;Пятница День;5;День
10327;offline;Бакалейные магазины, супермаркеты;Супермаркеты;50;6016133;Пятница День;5;День
10328;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1700;6016133;Суббота Утро;6;Утро
10329;online;Лимузины и такси;Транспорт;1700;6016133;Суббота Вечер;6;Вечер
10330;offline;Аптеки;Аптеки;400;6016133;Суббота Вечер;6;Вечер
10331;online;Лимузины и такси;Транспорт;300;6016133;Суббота Вечер;6;Вечер
10332;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6016133;Суббота Вечер;6;Вечер
10333;offline;Товары для дома;Дом/Ремонт;6300;6033629;Понедельник День;1;День
10334;offline;Товары для дома;Дом/Ремонт;5700;6033629;Вторник День;2;День
10335;offline;Табачные магазины;Разные товары;1700;6033629;Вторник День;2;День
10336;offline;Табачные магазины;Разные товары;1400;6033629;Вторник День;2;День
10337;offline;Фастфуд;Фаст Фуд;1400;6033629;Вторник День;2;День
10338;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;2000;6033629;Вторник День;2;День
10339;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1300;6033629;Вторник День;2;День
10340;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1800;6033629;Вторник День;2;День
10341;offline;Места общественного питания, рестораны;Рестораны;2000;6033629;Среда День;3;День
10342;online;Места общественного питания, рестораны;Рестораны;300;6033629;Среда День;3;День
10343;online;Бакалейные магазины, супермаркеты;Супермаркеты;3200;6033629;Среда Вечер;3;Вечер
10344;offline;Места общественного питания, рестораны;Рестораны;3300;6033629;Четверг День;4;День
10345;offline;Места общественного питания, рестораны;Рестораны;20000;6033629;Четверг День;4;День
10346;online;Агентства по аренде автомобилей;Аренда авто;200;6033629;Пятница Вечер;5;Вечер
10347;offline;Табачные магазины;Разные товары;2600;6033629;Пятница Вечер;5;Вечер
10348;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;300;6033629;Пятница Вечер;5;Вечер
10349;offline;Бакалейные магазины, супермаркеты;Супермаркеты;90;6033629;Пятница Вечер;5;Вечер
10350;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;2200;6033629;Пятница Вечер;5;Вечер
10351;online;Фастфуд;Фаст Фуд;1100;6033629;Пятница Утро;5;Утро
10352;offline;Табачные магазины;Разные товары;1300;6033629;Пятница Вечер;5;Вечер
10353;offline;Бакалейные магазины, супермаркеты;Супермаркеты;90;6033629;Пятница Вечер;5;Вечер
10354;offline;Места общественного питания, рестораны;Рестораны;96000;6033629;Суббота День;6;День
10355;offline;Бакалейные магазины, супермаркеты;Супермаркеты;50;6054357;Понедельник День;1;День
10356;online;Фастфуд;Фаст Фуд;800;6054357;Вторник Утро;2;Утро
10357;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1900;6054357;Четверг Ночь;4;Ночь
10358;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6054357;Пятница День;5;День
10359;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;6054357;Пятница День;5;День
10360;offline;Места общественного питания, рестораны;Рестораны;2200;6054357;Воскресенье Вечер;7;Вечер
10361;offline;Фастфуд;Фаст Фуд;800;6054357;Воскресенье День;7;День
10362;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;6061346;Понедельник Вечер;1;Вечер
10363;offline;Аптеки;Аптеки;100;6061346;Понедельник Вечер;1;Вечер
10364;offline;Бакалейные магазины, супермаркеты;Супермаркеты;70;6061346;Понедельник Утро;1;Утро
10365;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;500;6061346;Вторник Вечер;2;Вечер
10366;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;6061346;Вторник Вечер;2;Вечер
10367;offline;Фастфуд;Фаст Фуд;90;6061346;Среда Вечер;3;Вечер
10368;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;6061346;Среда Вечер;3;Вечер
10369;offline;Фастфуд;Фаст Фуд;90;6061346;Четверг Вечер;4;Вечер
10370;offline;Бакалейные магазины, супермаркеты;Супермаркеты;30;6061346;Четверг Вечер;4;Вечер
10371;offline;Фастфуд;Фаст Фуд;90;6061346;Пятница Вечер;5;Вечер
10372;offline;Фастфуд;Фаст Фуд;100;6061346;Пятница Вечер;5;Вечер
10373;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6061346;Пятница Утро;5;Утро
10374;offline;Фастфуд;Фаст Фуд;300;6061346;Пятница Вечер;5;Вечер
10375;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;6061346;Суббота День;6;День
10376;offline;Фастфуд;Фаст Фуд;200;6061346;Суббота День;6;День
10377;offline;Фастфуд;Фаст Фуд;100;6061346;Воскресенье Утро;7;Утро
10378;offline;Фастфуд;Фаст Фуд;90;6061346;Воскресенье День;7;День
10379;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;6062062;Вторник Вечер;2;Вечер
10380;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;6062062;Вторник День;2;День
10381;offline;Фастфуд;Фаст Фуд;300;6062062;Среда Вечер;3;Вечер
10382;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;6062062;Среда Вечер;3;Вечер
10383;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;70;6062062;Четверг Вечер;4;Вечер
10384;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6062062;Четверг День;4;День
10385;offline;Фастфуд;Фаст Фуд;2300;6062062;Четверг День;4;День
10386;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;6062062;Пятница Ночь;5;Ночь
10387;offline;Фастфуд;Фаст Фуд;100;6062062;Пятница Вечер;5;Вечер
10388;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6062062;Пятница Вечер;5;Вечер
10389;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;6062062;Суббота Ночь;6;Ночь
10390;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;300;6062062;Суббота Вечер;6;Вечер
10391;online;Лимузины и такси;Транспорт;40;6062062;Суббота Ночь;6;Ночь
