online_transaction_flg,code,category,transaction_amt,day_of_week,time_of_day,customer_id
0,5411,Супермаркеты,100,1,Вечер,7491275
0,5411,Супермаркеты,300,1,Вечер,7491275
1,5814,Фаст Фуд,1200,4,Вечер,7491275
1,4814,Связь/Телеком,90,4,День,7491275
1,5814,Фаст Фуд,600,4,Утро,7491275
1,4814,Связь/Телеком,300,5,Утро,7491275
1,5814,Фаст Фуд,500,6,Вечер,7491275
0,5411,Супермаркеты,500,6,Вечер,7491275
0,5814,Фаст Фуд,300,6,Вечер,7491275
0,5691,Одежда/Обувь,900,7,День,7491275
1,5814,Фаст Фуд,1000,7,Вечер,7491275
0,5814,Фаст Фуд,500,7,День,7491275
0,5814,Фаст Фуд,400,1,Вечер,7516149
1,5999,Разные товары,800,2,День,7516149
1,4111,Транспорт,30,3,Вечер,7516149
0,4111,Транспорт,40,3,Вечер,7516149
0,5814,Фаст Фуд,200,3,Вечер,7516149
0,5814,Фаст Фуд,100,4,День,7516149
0,5814,Фаст Фуд,100,4,День,7516149
0,4111,Транспорт,40,6,Вечер,7516149
1,4121,Транспорт,300,6,Вечер,7516149
0,4111,Транспорт,40,7,Вечер,7516149
1,4121,Транспорт,400,7,Ночь,7516149
0,8999,НКО,60,1,Утро,7523380
0,5814,Фаст Фуд,100,1,Утро,7523380
0,5411,Супермаркеты,300,1,Вечер,7523380
0,5411,Супермаркеты,30,3,Вечер,7523380
0,5812,Рестораны,5300,5,Вечер,7523380
1,4121,Транспорт,200,5,Вечер,7523380
0,5812,Рестораны,1000,5,День,7523380
0,5814,Фаст Фуд,3000,5,День,7523380
0,8999,НКО,90,5,Утро,7523380
0,5813,Рестораны,700,5,Вечер,7523380
0,5812,Рестораны,2000,6,Вечер,7523380
0,4131,Транспорт,100,6,День,7523380
0,4511,Авиабилеты,5200,6,Утро,7523380
1,4121,Транспорт,100,6,Утро,7523380
0,4111,Транспорт,400,6,Утро,7523380
0,5812,Рестораны,100,7,День,7523380
1,4121,Транспорт,1900,1,Ночь,7523732
0,5044,Фото/Видео,300,1,День,7523732
0,5044,Фото/Видео,100,1,День,7523732
0,5309,Duty Free,1500,2,Ночь,7523732
1,3423,Аренда авто,100,7,Утро,7523732
0,5921,Супермаркеты,400,2,Вечер,7524583
0,5814,Фаст Фуд,300,2,Вечер,7524583
0,5411,Супермаркеты,100,2,Вечер,7524583
0,3423,Аренда авто,90,3,Утро,7524583
0,5921,Супермаркеты,200,4,Вечер,7524583
0,5411,Супермаркеты,100,4,Вечер,7524583
0,5814,Фаст Фуд,50,4,Вечер,7524583
0,5411,Супермаркеты,400,5,Вечер,7524583
0,5411,Супермаркеты,400,5,Вечер,7524583
0,5992,Цветы,400,6,День,7524583
0,5921,Супермаркеты,1400,6,День,7524583
0,5499,Супермаркеты,300,6,День,7524583
0,5814,Фаст Фуд,700,6,День,7524583
0,5814,Фаст Фуд,700,7,Вечер,7524583
0,5411,Супермаркеты,1500,3,День,7524765
0,5411,Супермаркеты,800,7,День,7524765
1,5399,Разные товары,1200,1,Утро,7531684
1,4511,Авиабилеты,500,1,Вечер,7531684
1,9399,Госсборы,4500,1,Вечер,7531684
1,9399,Госсборы,900,1,Вечер,7531684
1,9399,Госсборы,3500,1,Вечер,7531684
0,5992,Цветы,1200,2,Вечер,7531684
0,4111,Транспорт,1000,2,Утро,7531684
1,4121,Транспорт,400,2,Вечер,7531684
0,5814,Фаст Фуд,200,2,День,7531684
0,5814,Фаст Фуд,200,2,Утро,7531684
0,5691,Одежда/Обувь,5000,4,День,7531684
1,5699,Одежда/Обувь,2100,4,День,7531684
1,9399,Госсборы,1300,5,День,7531684
0,5541,Топливо,1700,7,Вечер,7531684
0,5541,Топливо,300,7,Вечер,7531684
0,5541,Топливо,1400,7,Вечер,7531684
0,5541,Топливо,3900,7,Вечер,7531684
0,5411,Супермаркеты,50,1,День,7547377
0,5411,Супермаркеты,100,2,День,7547377
0,5812,Рестораны,100,3,День,7547377
0,5411,Супермаркеты,100,3,День,7547377
0,5995,Животные,1000,4,Вечер,7547377
0,5411,Супермаркеты,100,4,День,7547377
0,5912,Аптеки,1400,4,Вечер,7547377
0,5411,Супермаркеты,400,5,День,7547377
0,5814,Фаст Фуд,100,5,Вечер,7547377
0,5995,Животные,200,6,День,7547377
0,5912,Аптеки,2900,6,Утро,7547377
0,5977,Красота,6200,6,Утро,7547377
0,8661,НКО,100,6,Утро,7547377
0,8661,НКО,100,6,Утро,7547377
0,5411,Супермаркеты,60,6,День,7547377
0,5611,Одежда/Обувь,8500,7,День,7547377
0,5912,Аптеки,1100,7,День,7547377
0,5411,Супермаркеты,60,7,День,7547377
1,5964,Сервисные услуги,500,1,Вечер,7554143
0,5814,Фаст Фуд,90,2,День,7554143
1,5814,Фаст Фуд,300,2,День,7554143
0,5814,Фаст Фуд,300,2,Вечер,7554143
1,5411,Супермаркеты,3600,3,Утро,7554143
1,5411,Супермаркеты,500,4,Утро,7554143
0,5814,Фаст Фуд,200,4,Вечер,7554143
0,5814,Фаст Фуд,80,5,День,7554143
1,3433,Аренда авто,200,5,День,7554143
0,5814,Фаст Фуд,40,5,День,7554143
0,7298,Красота,1200,5,Вечер,7554143
0,5814,Фаст Фуд,90,5,День,7554143
0,8011,Медицинские услуги,700,6,День,7554143
0,5732,Разные товары,16000,6,Утро,7554143
1,7512,Аренда авто,300,6,Вечер,7554143
1,4121,Транспорт,400,6,Вечер,7554143
1,7512,Аренда авто,50,6,Вечер,7554143
1,4121,Транспорт,20,6,Вечер,7554143
1,4121,Транспорт,50,6,Вечер,7554143
0,7230,Красота,1000,7,День,7554143
1,4900,Дом/Ремонт,9200,7,День,7554143
0,5814,Фаст Фуд,400,7,День,7554143
1,5814,Фаст Фуд,500,7,Утро,7554143
0,5411,Супермаркеты,200,3,Вечер,7554493
0,5411,Супермаркеты,1600,5,День,7554493
0,5411,Супермаркеты,900,5,День,7554493
1,5691,Одежда/Обувь,1400,7,Вечер,7554493
1,5411,Супермаркеты,1700,7,Вечер,7554493
0,5499,Супермаркеты,300,1,Ночь,7569320
0,5814,Фаст Фуд,200,1,День,7569320
0,5411,Супермаркеты,2200,1,День,7569320
1,5411,Супермаркеты,4300,1,День,7569320
0,5499,Супермаркеты,200,2,Вечер,7569320
0,5814,Фаст Фуд,200,2,День,7569320
0,5499,Супермаркеты,100,2,День,7569320
0,5411,Супермаркеты,1500,2,Утро,7569320
0,5411,Супермаркеты,1500,2,Утро,7569320
0,5499,Супермаркеты,200,3,Ночь,7569320
0,5499,Супермаркеты,300,3,Вечер,7569320
0,5411,Супермаркеты,500,3,Ночь,7569320
0,5814,Фаст Фуд,100,3,День,7569320
0,5533,Автоуслуги,800,4,Ночь,7569320
0,5912,Аптеки,400,4,День,7569320
0,5499,Супермаркеты,30,4,Вечер,7569320
0,5411,Супермаркеты,100,4,Ночь,7569320
0,5411,Супермаркеты,50,4,Утро,7569320
0,5533,Автоуслуги,800,5,Ночь,7569320
0,5977,Красота,4500,5,День,7569320
0,5499,Супермаркеты,50,5,Ночь,7569320
0,5499,Супермаркеты,200,5,День,7569320
0,5499,Супермаркеты,300,5,Ночь,7569320
0,5541,Топливо,1100,5,Ночь,7569320
0,5499,Супермаркеты,90,5,Утро,7569320
0,5499,Супермаркеты,100,5,Вечер,7569320
0,5814,Фаст Фуд,100,5,Утро,7569320
0,5411,Супермаркеты,900,5,Ночь,7569320
0,5411,Супермаркеты,50,6,Утро,7569320
0,5499,Супермаркеты,200,6,Утро,7569320
0,5411,Супермаркеты,2200,6,Утро,7569320
0,5499,Супермаркеты,200,7,Вечер,7569320
0,5499,Супермаркеты,300,7,Ночь,7569320
0,5812,Рестораны,200,3,День,7592091
0,7941,Развлечения,10000,3,День,7592091
0,7941,Развлечения,6500,3,Вечер,7592091
0,5411,Супермаркеты,200,3,Утро,7592091
0,7997,Развлечения,10000,5,Вечер,7592091
0,7997,Развлечения,10000,5,Вечер,7592091
0,7997,Развлечения,2100,5,День,7592091
0,5814,Фаст Фуд,3500,7,День,7592091
0,5411,Супермаркеты,1600,1,Вечер,7598218
0,7523,Транспорт,100,2,День,7598218
0,5912,Аптеки,800,2,Утро,7598218
0,4111,Транспорт,60,2,День,7598218
0,5814,Фаст Фуд,200,2,День,7598218
0,5311,Разные товары,70,2,Вечер,7598218
0,5814,Фаст Фуд,300,2,День,7598218
0,5814,Фаст Фуд,700,2,День,7598218
0,5977,Красота,600,3,Вечер,7598218
0,5691,Одежда/Обувь,600,3,Утро,7598218
0,5812,Рестораны,200,3,Вечер,7598218
0,5541,Топливо,1000,3,День,7598218
0,5912,Аптеки,200,3,Утро,7598218
0,5912,Аптеки,200,3,Утро,7598218
0,5411,Супермаркеты,200,3,Утро,7598218
0,4784,Транспорт,300,3,День,7598218
0,5814,Фаст Фуд,500,3,Вечер,7598218
0,5411,Супермаркеты,200,3,Вечер,7598218
0,7523,Транспорт,100,4,Утро,7598218
1,5814,Фаст Фуд,400,4,День,7598218
1,3423,Аренда авто,100,7,Ночь,7598218
0,5651,Одежда/Обувь,2200,4,Вечер,7622218
0,4131,Транспорт,50,1,Вечер,7629648
0,4111,Транспорт,400,1,Утро,7629648
0,5499,Супермаркеты,100,1,День,7629648
0,4131,Транспорт,50,1,Утро,7629648
0,5411,Супермаркеты,500,1,Вечер,7629648
0,4131,Транспорт,50,2,Утро,7629648
0,5912,Аптеки,90,2,Вечер,7629648
0,4131,Транспорт,40,2,Вечер,7629648
1,5411,Супермаркеты,500,2,Утро,7629648
0,5411,Супермаркеты,100,2,Вечер,7629648
0,4131,Транспорт,50,3,Утро,7629648
0,4131,Транспорт,50,3,Вечер,7629648
0,4111,Транспорт,30,3,Вечер,7629648
0,5411,Супермаркеты,30,3,Вечер,7629648
0,4131,Транспорт,50,4,Утро,7629648
0,4111,Транспорт,30,4,Вечер,7629648
0,5912,Аптеки,80,4,Вечер,7629648
0,5411,Супермаркеты,100,4,День,7629648
0,4131,Транспорт,50,4,Вечер,7629648
0,5411,Супермаркеты,60,4,Вечер,7629648
0,5411,Супермаркеты,300,4,День,7629648
1,5411,Супермаркеты,400,4,Вечер,7629648
0,5411,Супермаркеты,70,4,День,7629648
0,4131,Транспорт,50,5,Утро,7629648
1,5814,Фаст Фуд,400,5,Вечер,7629648
1,5814,Фаст Фуд,400,5,Вечер,7629648
1,5814,Фаст Фуд,1000,5,Вечер,7629648
1,4121,Транспорт,100,6,Ночь,7629648
0,4111,Транспорт,30,6,Ночь,7629648
0,5411,Супермаркеты,20,6,День,7629648
0,8099,Медицинские услуги,1200,6,День,7629648
0,5411,Супермаркеты,30,6,День,7629648
0,4131,Транспорт,40,7,День,7629648
0,4131,Транспорт,50,7,Вечер,7629648
0,5411,Супермаркеты,100,7,Вечер,7629648
0,5814,Фаст Фуд,500,7,Вечер,7629648
0,5411,Супермаркеты,100,7,Вечер,7629648
1,4121,Транспорт,1300,1,Вечер,7630575
1,4121,Транспорт,1800,1,Вечер,7630575
1,5814,Фаст Фуд,100,1,Утро,7630575
1,4121,Транспорт,100,1,Вечер,7630575
1,5814,Фаст Фуд,600,2,Утро,7630575
1,5541,Топливо,100,3,Утро,7630575
1,4121,Транспорт,1400,3,Утро,7630575
1,5814,Фаст Фуд,400,3,День,7630575
0,5511,Автоуслуги,41000,3,Утро,7630575
0,4812,Связь/Телеком,300,4,Утро,7630575
1,9399,Госсборы,10000,4,Вечер,7630575
1,5499,Супермаркеты,15000,5,День,7630575
1,5411,Супермаркеты,3000,5,Ночь,7630575
1,9399,Госсборы,2000,5,Вечер,7630575
1,4121,Транспорт,700,5,Утро,7630575
1,4816,Связь/Телеком,1100,5,День,7630575
1,4121,Транспорт,1700,5,Ночь,7630575
0,5812,Рестораны,2100,6,День,7630575
0,5812,Рестораны,8500,6,День,7630575
1,5411,Супермаркеты,1900,6,Утро,7630575
1,5399,Разные товары,1500,7,Вечер,7630575
1,9311,Госсборы,7200,7,Вечер,7630575
1,9311,Госсборы,500,7,Вечер,7630575
1,5399,Разные товары,1500,7,Вечер,7630575
1,5399,Разные товары,1500,7,Ночь,7630575
1,5399,Разные товары,1500,7,Ночь,7630575
1,5399,Разные товары,1500,7,Вечер,7630575
1,5399,Разные товары,1500,7,Вечер,7630575
1,5399,Разные товары,6300,7,Вечер,7630575
1,9311,Госсборы,11000,7,Вечер,7630575
1,5411,Супермаркеты,1500,7,Вечер,7630575
1,5411,Супермаркеты,1500,7,Вечер,7630575
0,5411,Супермаркеты,26000,7,День,7630575
1,5411,Супермаркеты,1500,7,Ночь,7630575
1,3423,Аренда авто,100,7,День,7630575
1,5399,Разные товары,1500,7,Ночь,7630575
1,5411,Супермаркеты,1500,7,Ночь,7630575
1,5411,Супермаркеты,1500,7,Ночь,7630575
1,5411,Супермаркеты,1500,7,Ночь,7630575
1,5411,Супермаркеты,1500,7,Ночь,7630575
0,5812,Рестораны,2300,4,Ночь,7638373
0,5411,Супермаркеты,900,4,День,7638373
0,5541,Топливо,2800,6,Вечер,7638373
0,5993,Разные товары,30,6,Утро,7638373
0,5812,Рестораны,100,6,Ночь,7638373
0,5812,Рестораны,100,6,Ночь,7638373
0,5499,Супермаркеты,1000,7,Вечер,7638373
0,5411,Супермаркеты,100,7,Вечер,7638373
1,7372,Связь/Телеком,700,1,Вечер,7640711
0,4131,Транспорт,30,1,Утро,7640711
1,7512,Аренда авто,300,1,Вечер,7640711
0,5411,Супермаркеты,300,1,Вечер,7640711
0,5411,Супермаркеты,50,1,Утро,7640711
0,5814,Фаст Фуд,400,1,Ночь,7640711
0,5814,Фаст Фуд,100,1,Утро,7640711
0,5411,Супермаркеты,20,1,День,7640711
0,7230,Красота,3500,2,День,7640711
1,7311,Сервисные услуги,2100,2,Вечер,7640711
1,5814,Фаст Фуд,100,2,Вечер,7640711
0,5814,Фаст Фуд,100,2,День,7640711
1,4121,Транспорт,100,2,Вечер,7640711
0,5411,Супермаркеты,700,2,Вечер,7640711
0,5977,Красота,1400,2,День,7640711
0,8021,Медицинские услуги,3500,2,День,7640711
0,5411,Супермаркеты,50,2,Вечер,7640711
1,5814,Фаст Фуд,100,2,Вечер,7640711
0,5814,Фаст Фуд,80,2,День,7640711
1,5814,Фаст Фуд,300,2,Вечер,7640711
1,7512,Аренда авто,90,3,Ночь,7640711
0,4131,Транспорт,30,3,Вечер,7640711
1,5814,Фаст Фуд,1300,3,День,7640711
1,4121,Транспорт,1200,3,Ночь,7640711
0,5814,Фаст Фуд,200,3,Вечер,7640711
0,5411,Супермаркеты,600,3,День,7640711
0,5814,Фаст Фуд,300,3,Вечер,7640711
0,5814,Фаст Фуд,700,3,Ночь,7640711
0,5814,Фаст Фуд,100,3,День,7640711
0,5699,Одежда/Обувь,1400,4,Вечер,7640711
1,7512,Аренда авто,4,4,Вечер,7640711
1,7512,Аренда авто,10,4,Утро,7640711
0,5814,Фаст Фуд,100,4,Утро,7640711
0,5814,Фаст Фуд,100,4,Вечер,7640711
0,5411,Супермаркеты,10,4,День,7640711
0,5814,Фаст Фуд,100,5,День,7640711
1,4511,Авиабилеты,3500,5,Вечер,7640711
0,4111,Транспорт,500,5,Вечер,7640711
0,5814,Фаст Фуд,200,5,День,7640711
0,5814,Фаст Фуд,200,5,Утро,7640711
1,7512,Аренда авто,10,6,Утро,7640711
0,5411,Супермаркеты,400,6,Вечер,7640711
0,5814,Фаст Фуд,200,6,Утро,7640711
0,5814,Фаст Фуд,100,7,Вечер,7640711
0,5499,Супермаркеты,200,3,Вечер,7651581
0,5499,Супермаркеты,200,3,Вечер,7651581
0,5912,Аптеки,200,3,Вечер,7651581
0,5921,Супермаркеты,1100,6,Утро,7651581
0,5921,Супермаркеты,1400,6,День,7651581
0,5411,Супермаркеты,400,6,Утро,7651581
0,5499,Супермаркеты,100,7,Вечер,7651581
1,5814,Фаст Фуд,200,2,День,7672780
1,8299,Образование,6900,5,Ночь,7672780
1,5814,Фаст Фуд,900,5,Утро,7672780
1,7512,Аренда авто,400,6,День,7672780
1,7512,Аренда авто,200,6,День,7672780
0,4111,Транспорт,5,6,День,7672780
0,4111,Транспорт,100,6,День,7672780
0,8011,Медицинские услуги,4100,2,День,7677474
0,5331,Разные товары,700,5,Вечер,7677474
0,5912,Аптеки,5000,5,Вечер,7677474
0,5462,Супермаркеты,50,5,Вечер,7677474
0,4111,Транспорт,90,5,Вечер,7677474
0,5462,Супермаркеты,60,5,Вечер,7677474
0,5921,Супермаркеты,1300,5,Вечер,7677474
1,5812,Рестораны,4200,5,Вечер,7677474
0,5411,Супермаркеты,50,5,Вечер,7677474
0,5411,Супермаркеты,5100,6,Вечер,7677474
0,5814,Фаст Фуд,200,6,День,7677474
0,5993,Разные товары,700,7,Вечер,7677474
0,5411,Супермаркеты,700,7,День,7677474
0,4111,Транспорт,40,7,Вечер,7677474
0,5411,Супермаркеты,1200,7,Вечер,7677474
0,5411,Супермаркеты,300,7,Вечер,7677474
1,5411,Супермаркеты,4500,1,День,7679829
1,5411,Супермаркеты,9900,1,Ночь,7679829
0,5411,Супермаркеты,1600,2,День,7679829
0,8062,Медицинские услуги,6300,2,Ночь,7679829
1,5411,Супермаркеты,2200,2,День,7679829
1,5411,Супермаркеты,2700,4,Ночь,7679829
0,5411,Супермаркеты,2100,5,Утро,7679829
1,9311,Госсборы,5500,6,Вечер,7679829
0,5995,Животные,1100,6,Вечер,7679829
1,9311,Госсборы,1700,6,Вечер,7679829
0,5411,Супермаркеты,30,6,Вечер,7679829
0,5411,Супермаркеты,2300,7,Утро,7679829
0,5541,Топливо,1000,1,Ночь,7687621
0,5812,Рестораны,700,1,День,7687621
0,5541,Топливо,1400,1,Вечер,7687621
0,5541,Топливо,200,1,Вечер,7687621
0,5541,Топливо,100,1,Вечер,7687621
0,5993,Разные товары,100,1,День,7687621
0,5541,Топливо,800,1,Вечер,7687621
0,5993,Разные товары,400,2,Ночь,7687621
0,5541,Топливо,300,2,Ночь,7687621
0,5411,Супермаркеты,500,2,День,7687621
1,4900,Дом/Ремонт,500,3,Вечер,7687621
0,5541,Топливо,300,3,День,7687621
0,5541,Топливо,1400,3,Утро,7687621
0,5411,Супермаркеты,200,3,Вечер,7687621
0,5814,Фаст Фуд,300,3,Утро,7687621
0,5411,Супермаркеты,500,3,Вечер,7687621
0,5541,Топливо,1200,4,Утро,7687621
0,4784,Транспорт,200,5,День,7687621
0,5541,Топливо,300,5,День,7687621
0,7523,Транспорт,100,5,День,7687621
1,3423,Аренда авто,100,5,День,7687621
0,5812,Рестораны,300,5,Утро,7687621
0,5814,Фаст Фуд,300,5,Утро,7687621
0,4784,Транспорт,200,5,День,7687621
0,5814,Фаст Фуд,100,5,Утро,7687621
0,5812,Рестораны,60,6,День,7687621
0,5411,Супермаркеты,900,6,День,7687621
0,4131,Транспорт,50,7,Утро,7687621
0,4131,Транспорт,100,7,День,7687621
0,4131,Транспорт,50,7,День,7687621
0,5499,Супермаркеты,500,7,Утро,7687621
0,4111,Транспорт,40,7,День,7687621
1,5814,Фаст Фуд,900,7,День,7687621
0,5814,Фаст Фуд,300,7,День,7687621
1,5411,Супермаркеты,4800,1,День,7695395
0,7542,Автоуслуги,800,2,Утро,7695395
0,5411,Супермаркеты,800,2,День,7695395
0,5814,Фаст Фуд,200,2,День,7695395
0,5411,Супермаркеты,600,3,День,7695395
1,5411,Супермаркеты,3500,3,Утро,7695395
0,5411,Супермаркеты,800,5,День,7695395
0,5977,Красота,3100,1,Вечер,7721828
0,5411,Супермаркеты,100,1,Утро,7721828
0,5814,Фаст Фуд,200,1,День,7721828
0,5411,Супермаркеты,200,1,День,7721828
0,5814,Фаст Фуд,200,2,День,7721828
0,5411,Супермаркеты,100,2,День,7721828
0,5814,Фаст Фуд,200,3,День,7721828
0,5411,Супермаркеты,400,3,День,7721828
0,5411,Супермаркеты,500,4,День,7721828
0,5977,Красота,1800,5,День,7721828
0,5651,Одежда/Обувь,7400,5,Вечер,7721828
0,8062,Медицинские услуги,1200,5,День,7721828
0,5411,Супермаркеты,100,5,День,7721828
0,5814,Фаст Фуд,1200,1,День,7730498
0,5411,Супермаркеты,100,1,Вечер,7739759
1,7995,Развлечения,500,2,Вечер,7739759
0,5411,Супермаркеты,40,2,Утро,7739759
0,5814,Фаст Фуд,200,2,Вечер,7739759
0,5411,Супермаркеты,60,2,Вечер,7739759
0,5411,Супермаркеты,40,2,Вечер,7739759
0,5814,Фаст Фуд,100,2,Утро,7739759
0,5814,Фаст Фуд,100,2,День,7739759
0,5411,Супермаркеты,30,2,День,7739759
0,5411,Супермаркеты,70,3,Вечер,7739759
0,5411,Супермаркеты,100,4,Вечер,7739759
0,5411,Супермаркеты,300,4,Вечер,7739759
1,7995,Развлечения,100,6,Вечер,7739759
0,5411,Супермаркеты,90,3,Вечер,7751259
0,5411,Супермаркеты,100,3,Вечер,7751259
1,4121,Транспорт,70,3,День,7751259
0,5814,Фаст Фуд,80,3,День,7751259
0,5921,Супермаркеты,100,5,Вечер,7751259
0,5921,Супермаркеты,100,5,Вечер,7751259
0,5411,Супермаркеты,90,5,Вечер,7751259
1,5814,Фаст Фуд,1000,5,Вечер,7751259
0,5992,Цветы,1800,6,Утро,7751259
0,4111,Транспорт,80,6,День,7751259
0,5921,Супермаркеты,90,6,Утро,7751259
0,5921,Супермаркеты,100,6,Вечер,7751259
0,5921,Супермаркеты,100,6,Вечер,7751259
0,4111,Транспорт,40,6,День,7751259
0,5812,Рестораны,6800,6,Вечер,7751259
0,4111,Транспорт,40,6,День,7751259
0,5814,Фаст Фуд,60,6,Утро,7751259
1,4121,Транспорт,500,6,Вечер,7751259
0,5411,Супермаркеты,400,6,Утро,7751259
0,5691,Одежда/Обувь,4900,6,День,7751259
1,4121,Транспорт,300,6,Вечер,7751259
0,4111,Транспорт,100,7,День,7751259
0,7832,Кино,900,7,День,7751259
0,5812,Рестораны,500,7,День,7751259
0,5921,Супермаркеты,200,7,Вечер,7751259
0,5411,Супермаркеты,30,7,День,7751259
0,5814,Фаст Фуд,200,7,Вечер,7751259
0,5814,Фаст Фуд,300,7,Утро,7751259
0,5921,Супермаркеты,100,7,День,7751259
0,5814,Фаст Фуд,40,7,День,7751259
0,5814,Фаст Фуд,400,7,День,7751259
0,5411,Супермаркеты,300,7,Утро,7751259
0,5812,Рестораны,200,1,День,7756348
1,4121,Транспорт,500,2,День,7756348
0,4111,Транспорт,400,2,Вечер,7756348
0,5411,Супермаркеты,500,2,Вечер,7756348
0,5814,Фаст Фуд,200,2,Вечер,7756348
1,3423,Аренда авто,900,3,Ночь,7756348
0,5411,Супермаркеты,500,3,День,7756348
1,5411,Супермаркеты,300,4,Вечер,7756348
1,7512,Аренда авто,300,6,Утро,7756348
0,5814,Фаст Фуд,100,6,День,7756348
0,5411,Супермаркеты,600,6,День,7756348
0,5712,Дом/Ремонт,2100,7,День,7756348
0,5712,Дом/Ремонт,10,7,День,7756348
1,4121,Транспорт,200,7,День,7756348
1,7999,Развлечения,100,7,День,7756348
1,4112,Ж/д билеты,2000,7,Вечер,7756348
0,5651,Одежда/Обувь,2800,2,Вечер,7767832
0,5310,Разные товары,300,2,Вечер,7767832
1,5812,Рестораны,500,2,Вечер,7767832
0,5977,Красота,3900,2,Вечер,7767832
1,5812,Рестораны,300,2,Вечер,7767832
0,5631,Одежда/Обувь,300,2,Вечер,7767832
1,4900,Дом/Ремонт,10,3,Утро,7767832
0,5541,Топливо,1000,7,Ночь,7767832
0,5541,Топливо,200,7,Вечер,7767832
1,4121,Транспорт,100,1,Утро,7769376
0,5411,Супермаркеты,900,1,Утро,7769376
0,5499,Супермаркеты,2000,3,День,7769376
1,4121,Транспорт,200,3,Ночь,7769376
1,4121,Транспорт,300,3,Вечер,7769376
1,4121,Транспорт,100,3,День,7769376
1,4121,Транспорт,100,3,Утро,7769376
0,5411,Супермаркеты,600,3,День,7769376
0,5411,Супермаркеты,70,3,Утро,7769376
0,5411,Супермаркеты,5,3,День,7769376
0,5411,Супермаркеты,100,3,День,7769376
0,5814,Фаст Фуд,1800,4,Вечер,7769376
0,5814,Фаст Фуд,300,4,Вечер,7769376
0,5814,Фаст Фуд,200,5,Утро,7769376
0,5411,Супермаркеты,600,5,Вечер,7769376
1,5814,Фаст Фуд,1200,6,Утро,7769376
0,7299,Частные услуги,1700,7,День,7769376
1,4121,Транспорт,200,7,День,7769376
0,5411,Супермаркеты,200,1,Вечер,7773668
0,5411,Супермаркеты,400,1,День,7773668
0,5411,Супермаркеты,60,1,Ночь,7773668
0,5411,Супермаркеты,90,2,Вечер,7773668
0,5411,Супермаркеты,500,2,Ночь,7773668
0,5921,Супермаркеты,100,3,Вечер,7773668
0,5921,Супермаркеты,200,3,Утро,7773668
0,5411,Супермаркеты,300,3,Вечер,7773668
0,5814,Фаст Фуд,100,3,Ночь,7773668
0,5814,Фаст Фуд,700,4,День,7773668
0,5411,Супермаркеты,400,4,Вечер,7773668
0,5814,Фаст Фуд,200,4,Ночь,7773668
0,5814,Фаст Фуд,200,4,Вечер,7773668
0,5814,Фаст Фуд,200,5,Ночь,7773668
0,7996,Развлечения,900,6,День,7773668
0,5411,Супермаркеты,200,6,Вечер,7773668
1,5411,Супермаркеты,500,6,Вечер,7773668
0,5814,Фаст Фуд,100,6,День,7773668
0,5814,Фаст Фуд,600,6,День,7773668
0,5814,Фаст Фуд,100,6,День,7773668
0,5814,Фаст Фуд,300,7,Вечер,7773668
1,7512,Аренда авто,200,1,Вечер,7774141
1,7512,Аренда авто,300,1,Вечер,7774141
0,5921,Супермаркеты,3700,1,Вечер,7774141
0,5411,Супермаркеты,80,1,Утро,7774141
1,7311,Сервисные услуги,13000,2,Утро,7774141
0,4812,Связь/Телеком,1800,2,День,7774141
0,5499,Супермаркеты,500,2,День,7774141
0,5921,Супермаркеты,400,2,Вечер,7774141
0,5912,Аптеки,60,2,Вечер,7774141
0,7699,Дом/Ремонт,800,2,День,7774141
0,5411,Супермаркеты,4100,2,День,7774141
1,7311,Сервисные услуги,400,3,Вечер,7774141
1,7311,Сервисные услуги,100,3,День,7774141
1,7512,Аренда авто,500,4,Вечер,7774141
1,7512,Аренда авто,200,4,Утро,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,100,4,Ночь,7774141
1,7311,Сервисные услуги,3000,4,День,7774141
1,7512,Аренда авто,300,4,Утро,7774141
0,4111,Транспорт,40,4,День,7774141
0,4111,Транспорт,40,4,Вечер,7774141
0,4111,Транспорт,40,4,Вечер,7774141
0,5411,Супермаркеты,80,4,Утро,7774141
1,5814,Фаст Фуд,900,4,День,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,5,Утро,7774141
1,7311,Сервисные услуги,100,6,Ночь,7774141
1,4111,Транспорт,600,6,Утро,7774141
1,7311,Сервисные услуги,100,6,Ночь,7774141
0,4111,Транспорт,20,6,День,7774141
0,5921,Супермаркеты,600,7,Вечер,7774141
0,4111,Транспорт,700,7,День,7774141
0,4111,Транспорт,700,7,День,7774141
0,4111,Транспорт,20,7,Ночь,7774141
